COURSECODE,COURSENAME,COURSENAMEENG,CREDITMIN,CREDITMAX,CREDITTOTAL
340745,ความมั่นคงระบบคอมพิวเตอร์และเครือข่าย,COMPUTER AND NETWORK SECURITY,3,3,3
342224,ตรรกะดิจิทัลและระบบฝังตัว,DIGITAL LOGIC AND EMBEDDED SYSTEMS,3,3,3
342233,การวิเคราะห์และออกแบบฐานข้อมูล,DATABASE ANALYSIS AND DESIGN,3,3,3
342235,การทดสอบซอฟต์แวร์และการประกันคุณภาพ,SOFTWARE TESTING AND QUALITY ASSURANCE,3,3,3
342236,การเขียนโปรแกรมประยุกต์บนเว็บ,WEB APPLICATION PROGRAMMING,3,3,3
342264,เทคโนโลยีเคลื่อนที่และไร้สาย,MOBILE AND WIRELESS TECHNOLOGY,3,3,3
342266,การพัฒนาโปรแกรมประยุกต์บนเว็บสำหรับอุปกรณ์เคลื่อน,MOBILE WEB APPLICATION DEVELOPMENT,3,3,3
342281,ระบบสารสนเทศทางธุรกิจ,BUSINESS INFORMATION SYSTEMS,3,3,3
342329,โครงแบบเครือข่าย,NETWORK CONFIGURATIONS,3,3,3
342334,การพัฒนาการประยุกต์แบบรับ-ให้บริการ,CLIENT/SERVER APPLICATION DEVELOPMENT,3,3,3
342364,การเขียนโปรแกรมแบบขนาน,PARALLEL PROGRAMMING,3,3,3
342365,การประมวลผลแบบกลุ่มเมฆและการประยุกต์,CLOUD COMPUTING AND APPLICATIONS,3,3,3
342366,เทคโนโลยีสำหรับข้อมูลขนาดใหญ่,BIG DATA TECHNOLOGY,3,3,3
342371,วิศวกรรมซอฟต์แวร์,SOFTWARE ENGINEERING,3,3,3
342372,การวิเคราะห์และออกแบบระบบ,SYSTEMS ANALYSIS AND DESIGN,3,3,3
342373,พาณิชย์อิเล็กทรอนิกส์และโปรแกรมประยุกต์,ELECTRONIC COMMERCE AND APPLICATIONS,3,3,3
342432,เทคโนโลยีการออกแบบเว็บ,WEB DESIGN TECHNOLOGIES,3,3,3
342433,เทคโนโลยีเว็บเซอร์วิส,WEB SERVICES TECHNOLOGY,3,3,3
342434,ระบบการจัดการเนื้อหา,CONTENT MANAGEMENT SYSTEM,3,3,3
342436,เทคโนโลยีเว็บแบบสื่อความหมาย,SEMANTIC WEB TECHNOLOGY,3,3,3
342471,การจัดการเชิงกลยุทธ์เทคโนโลยีสารสนเทศ,STRATEGIC MANAGEMENT OF INFORMATION TECHNOLOGY,3,3,3
342473,การบริหารโครงการ,PROJECT MANAGEMENT,3,3,3
342475,การทำเหมืองข้อมูล,DATA MINING,3,3,3
342477,การเป็นผู้ประกอบการเทคโนโลยีสารสนเทศ,INFORMATION TECHNOLOGY ENTREPRENEURSHIP,3,3,3
342478,การปรับปรุงกระบวนการซอฟต์แวร์,SOFTWARE PROCESS IMPROVEMENT,3,3,3
342479,วิชาชีพเทคโนโลยีสารสนเทศ,INFORMATION TECHNOLOGY PROFESSION,3,3,3
342491,สัมมนาทางเทคโนโลยีสารสนเทศ,SEMINAR IN INFORMATION TECHNOLOGY,3,3,1
342494,โครงงานคอมพิวเตอร์ 1,COMPUTER PROJECT I,3,3,3
342495,สหกิจศึกษา,CO-OPERATIVE EDUCATION,3,3,6
342496,โครงงานคอมพิวเตอร์ 2,COMPUTER PROJECT II,3,3,3
340711,ภาษาโปรแกรม,PROGRAMMING LANGUAGES,3,3,3
340721,ทฤษฎีการคำนวณ,THEORY OF COMPUTATION,3,3,3
340891,สัมมนาทางวิทยาการคอมพิวเตอร์ 1,COMPUTER SCIENCE SEMINAR I,3,3,1
340892,สัมมนาทางวิทยาการคอมพิวเตอร์ 2,COMPUTER SCIENCE SEMINAR II,3,3,1
340897,การศึกษาอิสระ,INDEPENDENT STUDY,1,6,6
340898,วิทยานิพนธ์,THESIS,1,6,41
340899,วิทยานิพนธ์,THESIS,1,12,12
340712,การพัฒนาโปรแกรมประยุกต์ข้ามแพลตฟอร์ม,CROSS-PLATFORM APPLICATION DEVELOPMENT,3,3,3
340713,การพัฒนาโปรแกรมประยุกต์บนเว็บขั้นสูง,ADVANCED WEB APPLICATION DEVELOPMENT,3,3,3
340722,การวิเคราะห์และออกแบบขั้นตอนวิธี,ALGORITHM ANALYSIS AND DESIGN,3,3,3
340723,ระบบปฏิบัติการ,OPERATING SYSTEMS,3,3,3
340725,วิศวกรรมซอฟต์แวร์ขั้นสูง,ADVANCED SOFTWARE ENGINEERING,3,3,3
340726,การประกันคุณภาพซอฟต์แวร์,SOFTWARE QUALITY ASSURANCE,3,3,3
340746,ทฤษฎีสารสนเทศ,INFORMATION THEORY,3,3,3
340747,ระบบแบบกระจาย,DISTRIBUTED SYSTEMS,3,3,3
340751,กระบวนทัศน์ปัญญาประดิษฐ์,PARADIGMS OF ARTIFICIAL INTELLIGENCE,3,3,3
340752,โครงข่ายประสาทเทียม,ARTIFICIAL NEURAL NETWORKS,3,3,3
340753,การเรียนรู้ของเครื่องสำหรับวิทยาการข้อมูล,MACHINE LEARNING FOR DATA SCIENCE,3,3,3
340755,เทคโนโลยีสนับสนุนการตัดสินใจ,DECISION SUPPORT TECHNOLOGIES,3,3,3
340756,การทำเหมืองข้อมูล,DATA MINING,3,3,3
340759,การประมวลผลภาษาธรรมชาติ,NATURAL LANGUAGE PROCESSING,3,3,3
340761,เทคโนโลยีเสมือนจริง,VIRTUAL REALITY TECHNOLOGY,3,3,3
340762,การประมวลผลและวิเคราะห์ข้อมูลภาพดิจิทัล,DIGITAL IMAGE PROCESSING AND ANALYSIS,3,3,3
340763,การออกแบบปฏิสัมพันธ์สำหรับส่วนต่อประสานผู้ใช้,INTERACTION DESIGN FOR USER INTERFACE,3,3,3
340769,คอมพิวเตอร์วิทัศน์,COMPUTER VISION,3,3,3
340773,หัวเรื่องพิเศษทางวิทยาการคอมพิวเตอร์,SPECIAL TOPICS IN COMPUTER SCIENCE,3,3,3
340793,ระเบียบวิธีวิจัย,RESEARCH METHODOLOGY,3,3,3
342724,การวิเคราะห์และออกแบบระบบ,SYSTEM ANALYSIS AND DESIGN,3,3,3
342734,การจัดการเทคโนโลยีสารสนเทศ,MANAGING INFORMATION TECHNOLOGY,3,3,3
342738,ระบบธุรกิจอัจฉริยะขั้นสูง,ADVANCED BUSINESS INTELLIGENCE,3,3,3
342744,การบริหารเครือข่ายคอมพิวเตอร์,COMPUTER NETWORK ADMINISTRATION,3,3,3
342758,การวิเคราะห์ข้อมูลขนาดใหญ่,BIG DATA ANALYTICS,3,3,3
344781,ระบบสารสนเทศภูมิศาสตร์,GEOGRAPHIC INFORMATION SYSTEM,3,3,3
342735,เทคโนโลยี XML และการประยุกต์,XML TECHNOLOGIES AND APPLICATIONS,3,3,3
342736,เทคโนโลยีเว็บแบบสื่อความหมาย,SEMANTIC WEB TECHNOLOGY,3,3,3
342117,การเขียนโปรแกรมเชิงโครงสร้างสำหรับเทคโนโลยีสารสนเทศ,STRUCTURED PROGRAMMING FOR INFORMATION TECHNOLOGY,3,3,3
342118,แนวคิดและการเขียนโปรแกรมเชิงวัตถุ,OBJECT ORIENTED CONCEPTS AND PROGRAMMING,3,3,3
342739,การวิเคราะห์และออกแบบฐานข้อมูล,DATABASE ANALYSIS AND DESIGN,3,3,3
342748,ความมั่นคงเทคโนโลยีสารสนเทศ,INFORMATION TECHNOLOGY SECURITY,3,3,3
342749,เทคโนโลยีการสื่อสารเคลื่อนที่และเครือข่ายไร้สาย,MOBILE AND WIRELESS NETWORKING TECHNOLOGY,3,3,3
342766,เครือข่ายคอมพิวเตอร์ขั้นสูง,ADVANCED COMPUTER NETWORKS,3,3,3
342793,ระเบียบวิธีวิจัย,RESEARCH METHODOLOGY,3,3,3
342891,สัมมนาทางเทคโนโลยีสารสนเทศ 1,SEMINAR IN INFORMATION TECHNOLOGY I,3,3,2
342892,สัมมนาทางเทคโนโลยีสารสนเทศ 2,SEMINAR IN INFORMATION TECHNOLOGY II,3,3,2
342897,การศึกษาอิสระ,INDEPENDENT STUDY,1,6,6
322372,การวิเคราะห์และออกแบบระบบ,SYSTEMS ANALYSIS AND DESIGN,3,3,3
322462,การเชื่อมต่ออินเทอร์เน็ต,INTERNETWORKING,3,3,3
342131,การโต้ตอบระหว่างมนุษย์กับคอมพิวเตอร์,HUMAN-COMPUTER INTERACTION,3,3,3
342222,เครือข่ายคอมพิวเตอร์ขั้นแนะนำ,INTRODUCTION TO COMPUTER NETWORKING,3,3,3
322327,ความมั่นคงระบบเครือข่ายคอมพิวเตอร์,COMPUTER NETWORK SECURITY,3,3,3
322254,การเขียนโปรแกรมสคริปต์,SCRIPT PROGRAMMING,3,3,3
342898,วิทยานิพนธ์,THESIS,1,37,37
342899,วิทยานิพนธ์,THESIS,1,12,12
SC334785,สหกิจศึกษา,CO-OPERATIVE EDUCATION,9,9,9
322336,ระบบฐานข้อมูลและการออกแบบ,DATABASE SYSTEMS AND DESIGN,3,3,3
322339,ปฎิบัติการระบบฐานข้อมูลและการออกแบบ,DATABASE SYSTEMS AND DESIGN LABORATORY,3,1,1
322373,การพาณิชย์อิเล็กทรอนิกส์,ELECTRONIC COMMERCE,3,3,3
322473,การพัฒนาซอฟท์แวร์และการจัดการโครงการ,SOFTWARE DEVELOPMENT AND PROJECT MANAGEMENT,3,3,3
322473,การพัฒนาซอฟท์แวร์และการจัดการโครงการ,SOFTWARE DEVELOPMENT AND PROJECT MANAGEMENT,3,3,2
322161,เทคโนโลยีสารสนเทศและการสื่อสารขั้นแนะนำ,INTRODUCTION TO INFORMATION AND COMMUNICATION TECHNOLOGY,3,3,3
SC362101,ระบบสารสนเทศทางธุรกิจ,Business Information Systems,3,3,3
SC362102,วิศวกรรมซอฟต์แวร์,Software Engineering,3,3,3
SC362103,การทำเหมืองข้อมูล,Data Mining,3,3,3
SC363305,การประมวลผลแบบกลุ่มเมฆและการประยุกต์,Cloud Computing and Application,3,3,3
SC363306,เทคโนโลยีบล็อกเชนและสกุลเงินเข้ารหัส,Blockchain and Cryptocurrency Technology,3,3,3
SC363307,เทคโนโลยีบล็อกเชนและสกุลเงินเข้ารหัส,Blockchain and Cryptocurrency Technology,3,3,3
SC362201,เทคโนโลยีการออกแบบเว็บ,Web Design Technologies,3,3,3
SC337861,หลักการการรับรู้จากระยะไกล,PRINCIPLES OF REMOTE SENSING,3,3,3
SC337881,ระบบสารสนเทศภูมิศาสตร์,GEOGRAPHIC INFORMATION SYSTEM,3,3,3
SC337898,วิทยานิพนธ์,THESIS,1,38,38
342365,การประมวลผลแบบกลุ่มเมฆและการประยุกต์,CLOUD COMPUTING AND APPLICATIONS,3,3,3
SC348802,คอมพิวเตอร์วิทัศน์,Computer Vision,3,3,3
SC313001,ระบบปฏิบัติการและการเขียนโปรแกรมซีสเต็มคอล,OPERATING SYSTEMS AND SYSTEM CALLS PROGRAMMING,3,3,3
SC313002,หลักการออกแบบพัฒนาซอฟต์แวร์,PRINCIPLES OF SOFTWARE DESIGN AND DEVELOPMENT,3,3,3
SC313003,การวิเคราะห์และออกแบบระบบ,SYSTEM ANALYSIS AND DESIGN,3,3,3
SC348808,ปฏิสัมพันธ์ระหว่างมนุษย์กับคอมพิวเตอร์และการสร้างภาพนิทัศน์จากสารสนเทศ,Human Computer Interaction and Information Visualization,3,3,3
SC348899,วิทยานิพนธ์,Thesis,1,12,12
SC363301,การบริหารและบำรุงรักษาระบบ,System Administrationand Maintenance,3,3,3
SC363302,การโปรแกรมและคำนวณเครือข่าย,Network Programming and Computing,3,3,3
SC311503,การเขียนโปรแกรมสคริปต์,SCRIPT PROGRAMMING,3,3,3
SC311302,การเขียนโปรแกรมสำหรับโมบายแอปพลิเคชั่น,Programming for Mobile Application,3,3,3
SC361001,ความบันดาลใจในวิชาชีพเทคโนโลยีสารสนเทศ,Inspiration in IT Career,1,1,1
SC361002,การเขียนโปรแกรมเชิงโครงสร้างสำหรับเทคโนโลยีสารสนเทศ,Structured Programming for Information Technology,3,3,3
SC361003,แนวคิดและการเขียนโปรแกรมเชิงวัตถุ,Object Oriented Concepts and Programming,3,3,3
SC361004,การโต้ตอบระหว่างมนุษย์กับคอมพิวเตอร์,Human-Computer Interaction,3,3,3
SC312503,การแข่งขันเขียนโปรแกรมคอมพิวเตอร์,Computer Programming Contest,3,3,3
SC362005,การวิเคราะห์และออกแบบฐานข้อมูล,Database Analysis and Design,3,3,3
SC362006,ความมั่นคงเทคโนโลยีสารสนเทศและการสื่อสาร,Information and Communication Technology Security,3,3,3
SC362007,การเขียนโปรแกรมอุปกรณ์เคลื่อนที่,Mobile Device Programming,3,3,3
SC363303,เทคโนโลยีความมั่นคงปลอดภัยไซเบอร์เกิดใหม่,Cybersecurity Emerging Technology,3,3,3
SC363304,ระบบคำนวณแบบขนานและกระจาย,Parallel and Distributed Computing System,3,3,3
SC363203,เทคโนโลยีเว็บเซอร์วิส,Web Services Technology,3,3,3
SC363204,การพัฒนาโปรแกรมประยุกต์บนเว็บด้วยภาษาจาวา,Java Web Application Development,3,3,3
SC363401,การบูรณาการการเรียนรู้กับการทำงานด้านเทคโนโลยีสารสนเทศทางธุรกิจ,Work-Integrated Learningin Business Information Technology,9,9,9
